time,date,lat,lon,alt,altUnit,sep,sepUnit,identity,navStatus,posMode,spd,status,talker,numSV
14:22:42,2024-06-05,52.2421901667,6.8592536667,,,,,GNRMC,V,A,0.031,A,GN,
14:22:42,,52.2421901667,6.8592536667,40.0,M,46.0,M,GNGGA,,,,,GN,12
14:22:42,,52.2421901667,6.8592536667,,,,,GNGLL,,A,,A,GN,
14:22:43,2024-06-05,52.2421901667,6.8592538333,,,,,GNRMC,V,A,0.031,A,GN,
14:22:43,,52.2421901667,6.8592538333,40.0,M,46.0,M,GNGGA,,,,,GN,12
14:22:43,,52.2421901667,6.8592538333,,,,,GNGLL,,A,,A,GN,
14:22:44,2024-06-05,52.2421905,6.859254,,,,,GNRMC,V,A,0.033,A,GN,
14:22:44,,52.2421905,6.859254,40.0,M,46.0,M,GNGGA,,,,,GN,12
14:22:44,,52.2421905,6.859254,,,,,GNGLL,,A,,A,GN,
14:22:45,2024-06-05,52.2421906667,6.8592546667,,,,,GNRMC,V,A,0.005,A,GN,
14:22:45,,52.2421906667,6.8592546667,40.0,M,46.0,M,GNGGA,,,,,GN,12
14:22:45,,52.2421906667,6.8592546667,,,,,GNGLL,,A,,A,GN,
14:22:46,2024-06-05,52.2421913333,6.8592553333,,,,,GNRMC,V,A,0.036,A,GN,
14:22:46,,52.2421913333,6.8592553333,40.1,M,46.0,M,GNGGA,,,,,GN,12
14:22:46,,52.2421913333,6.8592553333,,,,,GNGLL,,A,,A,GN,
14:22:47,2024-06-05,52.2421916667,6.859256,,,,,GNRMC,V,A,0.053,A,GN,
14:22:47,,52.2421916667,6.859256,40.1,M,46.0,M,GNGGA,,,,,GN,12
14:22:47,,52.2421916667,6.859256,,,,,GNGLL,,A,,A,GN,
14:22:48,2024-06-05,52.242192,6.8592563333,,,,,GNRMC,V,A,0.026,A,GN,
14:22:48,,52.242192,6.8592563333,40.1,M,46.0,M,GNGGA,,,,,GN,12
14:22:48,,52.242192,6.8592563333,,,,,GNGLL,,A,,A,GN,
14:22:49,2024-06-05,52.2421926667,6.8592571667,,,,,GNRMC,V,A,0.039,A,GN,
14:22:49,,52.2421926667,6.8592571667,40.2,M,46.0,M,GNGGA,,,,,GN,12
14:22:49,,52.2421926667,6.8592571667,,,,,GNGLL,,A,,A,GN,
14:22:50,2024-06-05,52.2421933333,6.8592571667,,,,,GNRMC,V,A,0.057,A,GN,
14:22:50,,52.2421933333,6.8592571667,40.3,M,46.0,M,GNGGA,,,,,GN,12
14:22:50,,52.2421933333,6.8592571667,,,,,GNGLL,,A,,A,GN,
14:22:51,2024-06-05,52.2421936667,6.8592578333,,,,,GNRMC,V,A,0.041,A,GN,
14:22:51,,52.2421936667,6.8592578333,40.3,M,46.0,M,GNGGA,,,,,GN,12
14:22:51,,52.2421936667,6.8592578333,,,,,GNGLL,,A,,A,GN,
14:22:52,2024-06-05,52.2421938333,6.8592583333,,,,,GNRMC,V,A,0.008,A,GN,
14:22:52,,52.2421938333,6.8592583333,40.4,M,46.0,M,GNGGA,,,,,GN,12
14:22:52,,52.2421938333,6.8592583333,,,,,GNGLL,,A,,A,GN,
14:22:53,2024-06-05,52.2421943333,6.8592595,,,,,GNRMC,V,A,0.039,A,GN,
14:22:53,,52.2421943333,6.8592595,40.4,M,46.0,M,GNGGA,,,,,GN,12
14:22:53,,52.2421943333,6.8592595,,,,,GNGLL,,A,,A,GN,
14:22:54,2024-06-05,52.2421946667,6.8592606667,,,,,GNRMC,V,A,0.03,A,GN,
14:22:54,,52.2421946667,6.8592606667,40.4,M,46.0,M,GNGGA,,,,,GN,12
14:22:54,,52.2421946667,6.8592606667,,,,,GNGLL,,A,,A,GN,
14:22:55,2024-06-05,52.2421955,6.8592615,,,,,GNRMC,V,A,0.009,A,GN,
14:22:55,,52.2421955,6.8592615,40.5,M,46.0,M,GNGGA,,,,,GN,12
14:22:55,,52.2421955,6.8592615,,,,,GNGLL,,A,,A,GN,
14:22:56,2024-06-05,52.2421958333,6.8592623333,,,,,GNRMC,V,A,0.03,A,GN,
14:22:56,,52.2421958333,6.8592623333,40.5,M,46.0,M,GNGGA,,,,,GN,12
14:22:56,,52.2421958333,6.8592623333,,,,,GNGLL,,A,,A,GN,
14:22:57,2024-06-05,52.242197,6.8592628333,,,,,GNRMC,V,A,0.046,A,GN,
14:22:57,,52.242197,6.8592628333,40.7,M,46.0,M,GNGGA,,,,,GN,12
14:22:57,,52.242197,6.8592628333,,,,,GNGLL,,A,,A,GN,
14:22:58,2024-06-05,52.2421988333,6.8592628333,,,,,GNRMC,V,A,0.029,A,GN,
14:22:58,,52.2421988333,6.8592628333,40.9,M,46.0,M,GNGGA,,,,,GN,12
14:22:58,,52.2421988333,6.8592628333,,,,,GNGLL,,A,,A,GN,
14:22:59,2024-06-05,52.2422003333,6.8592626667,,,,,GNRMC,V,A,0.011,A,GN,
14:22:59,,52.2422003333,6.8592626667,41.2,M,46.0,M,GNGGA,,,,,GN,12
14:22:59,,52.2422003333,6.8592626667,,,,,GNGLL,,A,,A,GN,
14:23:00,2024-06-05,52.2422018333,6.8592623333,,,,,GNRMC,V,A,0.008,A,GN,
14:23:00,,52.2422018333,6.8592623333,41.4,M,46.0,M,GNGGA,,,,,GN,12
14:23:00,,52.2422018333,6.8592623333,,,,,GNGLL,,A,,A,GN,
14:23:01,2024-06-05,52.242203,6.8592625,,,,,GNRMC,V,A,0.042,A,GN,
14:23:01,,52.242203,6.8592625,41.6,M,46.0,M,GNGGA,,,,,GN,12
14:23:01,,52.242203,6.8592625,,,,,GNGLL,,A,,A,GN,
