time,date,lat,lon,alt,altUnit,sep,sepUnit,identity,navStatus,posMode,spd,status,talker,numSV
13:08:13,2024-06-05,52.2497301667,6.8511073333,,,,,GNRMC,V,A,0.033,A,GN,
13:08:13,,52.2497301667,6.8511073333,31.2,M,46.0,M,GNGGA,,,,,GN,12
13:08:13,,52.2497301667,6.8511073333,,,,,GNGLL,,A,,A,GN,
13:08:14,2024-06-05,52.2497308333,6.8511076667,,,,,GNRMC,V,A,0.044,A,GN,
13:08:14,,52.2497308333,6.8511076667,31.3,M,46.0,M,GNGGA,,,,,GN,12
13:08:14,,52.2497308333,6.8511076667,,,,,GNGLL,,A,,A,GN,
13:08:15,2024-06-05,52.2497315,6.8511075,,,,,GNRMC,V,A,0.016,A,GN,
13:08:15,,52.2497315,6.8511075,31.4,M,46.0,M,GNGGA,,,,,GN,12
13:08:15,,52.2497315,6.8511075,,,,,GNGLL,,A,,A,GN,
13:08:16,2024-06-05,52.2497318333,6.8511068333,,,,,GNRMC,V,A,0.043,A,GN,
13:08:16,,52.2497318333,6.8511068333,31.5,M,46.0,M,GNGGA,,,,,GN,12
13:08:16,,52.2497318333,6.8511068333,,,,,GNGLL,,A,,A,GN,
13:08:17,2024-06-05,52.2497328333,6.8511086667,,,,,GNRMC,V,A,0.02,A,GN,
13:08:17,,52.2497328333,6.8511086667,31.4,M,46.0,M,GNGGA,,,,,GN,12
13:08:17,,52.2497328333,6.8511086667,,,,,GNGLL,,A,,A,GN,
13:08:18,2024-06-05,52.2497331667,6.8511088333,,,,,GNRMC,V,A,0.004,A,GN,
13:08:18,,52.2497331667,6.8511088333,31.4,M,46.0,M,GNGGA,,,,,GN,12
13:08:18,,52.2497331667,6.8511088333,,,,,GNGLL,,A,,A,GN,
13:08:19,2024-06-05,52.2497331667,6.8511088333,,,,,GNRMC,V,A,0.018,A,GN,
13:08:19,,52.2497331667,6.8511088333,31.3,M,46.0,M,GNGGA,,,,,GN,12
13:08:19,,52.2497331667,6.8511088333,,,,,GNGLL,,A,,A,GN,
13:08:20,2024-06-05,52.2497335,6.8511085,,,,,GNRMC,V,A,0.022,A,GN,
13:08:20,,52.2497335,6.8511085,31.3,M,46.0,M,GNGGA,,,,,GN,12
13:08:20,,52.2497335,6.8511085,,,,,GNGLL,,A,,A,GN,
13:08:21,2024-06-05,52.2497341667,6.8511093333,,,,,GNRMC,V,A,0.057,A,GN,
13:08:21,,52.2497341667,6.8511093333,31.2,M,46.0,M,GNGGA,,,,,GN,12
13:08:21,,52.2497341667,6.8511093333,,,,,GNGLL,,A,,A,GN,
13:08:22,2024-06-05,52.2497341667,6.8511093333,,,,,GNRMC,V,A,0.016,A,GN,
13:08:22,,52.2497341667,6.8511093333,31.3,M,46.0,M,GNGGA,,,,,GN,12
13:08:22,,52.2497341667,6.8511093333,,,,,GNGLL,,A,,A,GN,
13:08:23,2024-06-05,52.249734,6.8511093333,,,,,GNRMC,V,A,0.045,A,GN,
13:08:23,,52.249734,6.8511093333,31.3,M,46.0,M,GNGGA,,,,,GN,12
13:08:23,,52.249734,6.8511093333,,,,,GNGLL,,A,,A,GN,
13:08:24,2024-06-05,52.2497341667,6.8511093333,,,,,GNRMC,V,A,0.024,A,GN,
13:08:24,,52.2497341667,6.8511093333,31.3,M,46.0,M,GNGGA,,,,,GN,12
13:08:24,,52.2497341667,6.8511093333,,,,,GNGLL,,A,,A,GN,
13:08:25,2024-06-05,52.2497343333,6.85111,,,,,GNRMC,V,A,0.004,A,GN,
13:08:25,,52.2497343333,6.85111,31.1,M,46.0,M,GNGGA,,,,,GN,12
13:08:25,,52.2497343333,6.85111,,,,,GNGLL,,A,,A,GN,
13:08:26,2024-06-05,52.2497345,6.8511105,,,,,GNRMC,V,A,0.011,A,GN,
13:08:26,,52.2497345,6.8511105,31.0,M,46.0,M,GNGGA,,,,,GN,12
13:08:26,,52.2497345,6.8511105,,,,,GNGLL,,A,,A,GN,
13:08:27,2024-06-05,52.2497343333,6.8511105,,,,,GNRMC,V,A,0.043,A,GN,
13:08:27,,52.2497343333,6.8511105,31.0,M,46.0,M,GNGGA,,,,,GN,12
13:08:27,,52.2497343333,6.8511105,,,,,GNGLL,,A,,A,GN,
13:08:28,2024-06-05,52.249734,6.8511106667,,,,,GNRMC,V,A,0.067,A,GN,
13:08:28,,52.249734,6.8511106667,30.9,M,46.0,M,GNGGA,,,,,GN,12
13:08:28,,52.249734,6.8511106667,,,,,GNGLL,,A,,A,GN,
13:08:29,2024-06-05,52.2497341667,6.8511113333,,,,,GNRMC,V,A,0.035,A,GN,
13:08:29,,52.2497341667,6.8511113333,30.8,M,46.0,M,GNGGA,,,,,GN,12
13:08:29,,52.2497341667,6.8511113333,,,,,GNGLL,,A,,A,GN,
