date/time,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,x,y,timestamp,x_cam,y_cam,z_cam
2024-06-05 15:22:41.443142,48.02290076335878,-1.4732824427480915,-1.5114503816793894,0.21068974609375,2.729389892578125,8.451531860351562,216.79196046084587,134.2864101174568,2024-06-05 15:22:41.443142,-0.3090629182032987,0.951041346345307,0.0006856627209984
2024-06-05 15:22:41.450472,47.9236641221374,-1.5038167938931295,-1.4351145038167938,0.1939303344726562,2.801215942382812,8.453926062011718,216.79203508879786,134.2865370396112,2024-06-05 15:22:41.450472,-0.3090629182032987,0.951041346345307,0.0006856627209984
2024-06-05 15:22:41.457621,48.02290076335878,-1.2290076335877862,-1.3969465648854962,0.2418143676757812,2.655169641113281,8.537723120117187,216.79210971674985,134.2866639617656,2024-06-05 15:22:41.457621,-0.3090629182032987,0.951041346345307,0.0006856627209984
2024-06-05 15:22:41.464728,48.09160305343512,-1.5419847328244274,-1.5572519083969465,0.2154781494140625,2.829946362304687,8.29351455078125,216.79218434470184,134.28679088392002,2024-06-05 15:22:41.464728,-0.3090629182032987,0.951041346345307,0.0006856627209984
2024-06-05 15:22:41.472047,48.22900763358778,-1.5801526717557253,-1.5419847328244274,0.1963245361328124,2.844311572265625,8.418013037109375,216.79225897265383,134.2869178060744,2024-06-05 15:22:41.472047,-0.3090629182032987,0.951041346345307,0.0006856627209984
2024-06-05 15:22:41.479194,47.847328244274806,-1.2290076335877862,-1.4961832061068705,0.0646434448242187,2.794033337402344,8.386888415527343,216.7923336006058,134.2870447282288,2024-06-05 15:22:41.479194,-0.3090629182032987,0.951041346345307,0.0006856627209984
2024-06-05 15:22:41.486535,48.083969465648856,-1.3282442748091603,-1.5648854961832062,0.201112939453125,2.885013000488281,8.339004382324218,216.79240822855778,134.28717165038321,2024-06-05 15:22:41.486535,-0.3090629182032987,0.951041346345307,0.0006856627209984
2024-06-05 15:22:41.493577,47.93893129770992,-1.2442748091603053,-1.5801526717557253,0.2849099975585937,2.8706477905273435,8.449137658691406,216.79248285650976,134.28729857253762,2024-06-05 15:22:41.493577,-0.3090629182032987,0.951041346345307,0.0006856627209984
2024-06-05 15:22:41.500552,47.88549618320611,-1.366412213740458,-1.5954198473282444,0.1987187377929687,2.827552160644532,8.279149340820313,216.79255748446175,134.28742549469203,2024-06-05 15:22:41.500552,-0.3090629182032987,0.951041346345307,0.0006856627209984
2024-06-05 15:22:41.507781,48.12213740458015,-1.4427480916030535,-1.5877862595419847,0.2418143676757812,2.839523168945312,8.37012900390625,216.79263211241374,134.28755241684644,2024-06-05 15:22:41.507781,-0.3090629182032987,0.951041346345307,0.0006856627209984
2024-06-05 15:22:41.514892,47.93129770992366,-1.3053435114503815,-1.5801526717557253,0.2346317626953125,2.817975354003906,8.432378247070313,216.79270674036573,134.28767933900085,2024-06-05 15:22:41.514892,-0.3090629182032987,0.951041346345307,0.0006856627209984
2024-06-05 15:22:41.521843,47.89312977099237,-1.2900763358778626,-1.5419847328244274,0.2489969726562499,2.801215942382812,8.418013037109375,216.79278136831772,134.28780626115525,2024-06-05 15:22:41.521843,-0.3090629182032987,0.951041346345307,0.0006856627209984
