frame_num,x,y,z
0,0.9508792843083506,0.3062536991017289,0.04513599959840221
1,-0.042894529200249165,0.41765403703073123,0.043245948308448044
2,0.8319945063300196,-0.06666916541854662,0.04278651584171838
3,1.7264726458108777,0.3804403103483498,0.04419174547192315
4,2.6809274701574015,0.33230640170096487,-0.25025538920588447
5,3.676119936746091,0.23437007311967395,-0.24959965363564693
6,4.658620265221624,0.4206264096584204,-0.24830287121955252
7,5.103130430212796,0.12015029736788346,0.5955720123753353
8,4.724322535042592,-0.8053245819360813,0.5946629832058834
9,4.511556011766248,-0.3958615539388592,1.4818328853532923
10,3.5221782938995068,-0.5412283540219189,1.4813587309366685
11,3.558261745548372,-0.022350542525296224,2.3354452612446805
12,3.644529119700634,-1.0186220110105197,2.3364946606774843
13,2.6445301349431682,-1.0198653148376688,2.335798471313896
14,2.1530492571332918,-0.14898252404936385,2.3389147922226816
15,3.0709611196985653,0.2477979054774586,2.3406764126304656
16,4.047994744707084,0.03471412089605286,2.341448650404403
17,4.5103117602227885,-0.8519972369203552,2.339010396104044
18,3.5318121083893153,-1.0582447177063958,2.3383716229177387
19,3.7760417069088517,-0.9023710428458512,3.295479401954381
20,2.7760536136940517,-0.9072027542198825,3.294795301211177
21,1.781386366336792,-1.0103300978843757,3.2934469602165275
22,1.5895009148783064,-0.028951981284937478,3.2846739460074486
23,2.113367679993644,0.12502242428621615,4.122442108947889
24,2.824887992348463,-0.13621795762027053,4.774739823161157
25,2.3300621763945744,-1.005209674452293,4.773840966719264
26,2.5632407631442438,-1.9776395334616939,4.771027430086507
27,2.8780543781255186,-2.926793002947332,4.770746030374937
28,2.849265320641529,-1.9272160945989967,4.774892651404911
29,2.8025578047466695,-1.6298886204495393,5.7285250654276485
30,2.8325833468333523,-2.629437504009042,5.727820652656154
31,1.928937260823566,-2.2011588262687973,5.72675978873401
32,2.924509363048394,-2.107166543567028,5.72804043862669
33,3.140931473401978,-3.083461790423652,5.7250302699826605
34,4.140930055555579,-3.0848372852408206,5.726001714678537
35,4.379676014058472,-4.055918987027164,5.725167595817453
36,5.357550778563517,-3.846729170664462,5.725919709067933
37,5.641953698983586,-2.88802455315617,5.72657942477593
38,6.417772599886339,-3.5189796233691797,5.727435213616995
39,6.214847369770592,-2.539785625245056,5.726753289747513
40,6.470799542776807,-3.5064699135533473,5.723595462759206
41,6.9019773411045815,-4.4087367689726555,5.7240727896548
42,6.891518762752121,-5.408681760775171,5.723278114934092
43,6.88943429327713,-6.40867941678097,5.722692478599343
44,6.561851724559733,-7.353501943280486,5.722925054569551
45,6.574349857701478,-7.285035171691879,6.720500163449181
46,7.540465320237631,-7.026926176005983,6.721312194588718
47,7.546998369282507,-6.026973038172384,6.728456521493098
48,8.461824299498724,-6.43082016473096,6.729464377838894
49,9.455601151168137,-6.319433002949698,6.730149415315011
50,10.009524218642524,-7.1520006628607815,6.729577584963913
51,9.009632112623047,-7.166653020159991,6.728536073795899
52,8.151482051925235,-6.6532583576295075,6.726439932208523
53,7.358872352584924,-6.0435293334678,6.7258221891607235
54,7.004688319499944,-5.108358862632109,6.728962441476742
55,6.492178455503338,-4.24967921144101,6.727260696339092
56,7.1725658085743635,-4.067227225377959,7.43703835347029
57,6.173697375465186,-4.114773031795053,7.435920484889148
58,7.16580575838294,-3.9893926463286182,7.436766348120145
59,7.129078884925926,-3.6045813392965216,6.51450207214155
60,7.355140964468827,-4.578694185261548,6.514186606366165
61,6.453098905890894,-4.147061941855712,6.510481068762965
62,7.447828539345807,-4.044531776225797,6.511203192405765
63,7.138249348458841,-4.995405434951369,6.511104644873518
64,6.14965956711178,-5.146036229525129,6.510324938360534
65,5.254593544738901,-5.591969578562306,6.510838562814066
66,4.549343348621327,-4.883012769757165,6.509288038724132
67,5.44393646588894,-4.436131226629275,6.509490397440569
68,6.4003154816809715,-4.144006244241849,6.510964445543543
69,5.843367388963807,-3.313458958229528,6.5107979634733155
70,4.886316008292295,-3.603376719688178,6.510209452167493
71,4.864682807910685,-4.60314072789449,6.512192514571258
72,5.370416173496526,-5.465830511976974,6.5118772798418005
73,6.358927351842132,-5.314686178197616,6.512897403449966
74,6.0443516118417895,-4.365454413309507,6.5118202170023265
75,5.04458521485787,-4.343958285178368,6.509569009068618
76,5.1992464936604605,-3.355998143789272,6.513396262076463
77,4.21602995381472,-3.5384397030814907,6.512836604329832
78,4.524466067254256,-2.58719510927659,6.513778242935317
79,4.352404028598675,-3.572280721628183,6.512782656890554
80,4.078582774067491,-2.6105050885567227,6.515873319757874
81,4.2172976489286915,-1.6201727311766034,6.515946928031063
82,5.209614096794712,-1.4964507186532272,6.516911765700596
83,4.819498514873446,-0.5756891681430597,6.519740165308928
84,5.022119954475127,-1.5549427199805008,6.517088104318188
85,6.015670188882031,-1.668335539130688,6.51707151633591
86,5.0251600552545534,-1.805771013287882,6.515991875439917
87,4.5545118818184385,-0.9234505044947678,6.516895537051357
88,3.614605269841621,-0.582019851234213,6.516077138412848
89,3.4865046392272703,0.4097358662785866,6.519367308146809
90,4.092253644767062,-0.38591992735475533,6.519348727265916
91,3.1093673139590123,-0.5701306040145369,6.5184067531501135
92,4.108396628439943,-0.5260878342752678,6.519221149525825
93,5.032549483132122,-0.9081101905343498,6.519869595787704
94,4.26552203168086,-1.549724211878496,6.519289652018237
95,4.349842593074753,-0.5533249733922608,6.528155342643921
96,5.344911259268603,-0.454142001117652,6.52919820887039
97,5.732828687243731,-1.3758358279688576,6.529945616082576
98,6.120139607747815,-2.297784896125049,6.530353763371299
99,5.968136684389829,-3.2861649296817084,6.530210385676298
100,4.991815958793186,-3.5024924143534624,6.529700340545006
101,4.270756584576692,-2.809619886335128,6.528681138896092
102,3.4491203407548343,-3.3796294514064957,6.526955286799682
103,3.289877518783725,-2.392392981741849,6.5293794598056145
104,3.3761061492375175,-3.3886680422000777,6.5285875008322165
105,3.6614358753242113,-4.347094741193614,6.526304943572055
106,4.119519096161497,-5.236003950526832,6.525880267304995
107,4.594609835393462,-6.115940739934843,6.5260703787087895
108,4.44590110176824,-5.127068618546333,6.5302703887287805
109,4.507959609775267,-6.125131798339468,6.525954056355303
110,5.069735301615706,-6.9524212238256995,6.525426291390913
111,5.545288956336162,-6.072735183092547,6.526517722216724
112,5.120951629989413,-6.978239368137494,6.526451881648464
113,6.115718311664105,-7.080407792344911,6.527380388457594
114,6.364860274958774,-8.048874724396866,6.5276696073237535
115,6.810751989501097,-8.943961386208654,6.528338000274278
116,7.329230492886867,-9.799051157631212,6.5271033605002815
117,7.5345575490274985,-8.82035774682895,6.52719093252546
118,8.532258570952939,-8.752594000769621,6.528054395864488
119,9.531968050678522,-8.728513101641713,6.529087083617994
120,10.531877617033897,-8.715102632358857,6.53009625387944
121,10.684601942819107,-7.726844200302894,6.53462966139954
122,9.685773457193307,-7.775223731851872,6.533591764693724
123,9.330307010867093,-8.70991274716166,6.533367721320922
124,9.264465686244048,-7.712091884810672,6.537662675222155
125,9.897546866512881,-7.505586937998282,7.283694796602617
126,10.89412724876676,-7.422964156342174,7.284703587026672
