frame_num,x,y,z
0,0.9955815698045671,-0.09389852285817839,0.0006366086126499565
1,1.9901767060920124,-0.197724926668489,0.0014065080711783708
2,2.9779352562652313,-0.35371433051765533,0.002000180103219756
3,3.970622209457277,-0.47443018876948817,0.002542885195042089
4,3.466525520339058,-0.4770296477115494,-0.8611004270775987
5,3.749187062660276,0.48217278058633456,-0.8553424725768475
6,4.65654585872503,0.9025249992775217,-0.8533356229769241
7,3.6574072310850907,0.9440141344218455,-0.854144586977355
8,4.57203037576052,0.8298342404300569,-0.4662948028700908
9,3.873347447895309,0.11440278816266758,-0.4663532517377739
10,4.541212923169632,0.6656330676973614,0.033747623947028293
11,4.433454118486172,0.6620280290697808,1.0279181544445308
12,4.75460079064161,0.11708434477770335,0.2533852655923762
13,3.7551631959629663,0.08356770036237701,0.2523227731907582
14,3.9360772775943738,0.18724875621239281,1.2303413485385326
15,4.064196314336122,-0.8045047182087324,1.2335907173992444
16,4.985230290841592,-0.4150232876189372,1.234384032120691
17,5.076627474887506,0.03461610678019955,0.3458622429940228
18,5.300520169778986,1.0092280346304952,0.3477730716522315
19,6.300334854647192,1.028448069875176,0.34886218463272667
20,7.294041842087774,1.1404556525288638,0.3497133836931228
21,8.254540652074272,1.4187388802784027,0.3504070463050342
22,9.133957242474827,1.894791445874278,0.3510514978922976
23,9.830088229933015,2.6127052597997134,0.3522364348206409
24,9.988709840576286,1.6253660638562968,0.35153160098058633
25,8.997127522373686,1.75484146339653,0.35073967809542445
26,8.062657336415747,2.110882466010104,0.3502143080775937
27,9.000313878009303,2.1038583328187483,0.6977065692284325
28,9.999743902554435,2.1072111148303247,0.7312980099611144
29,9.008096866342225,1.9782325539623722,0.7304695125429469
30,8.527720857834638,2.8552950824237024,0.7309295335615484
31,9.426628656891001,3.2934324022259043,0.7316061369807317
32,10.42126294712055,3.1899832114332987,0.7325514538144718
33,10.983358250948958,4.017055666759168,0.7327032934892757
34,11.954990269825586,3.780559840271794,0.7336748632420129
35,12.931463892249285,3.564924191706499,0.7344040947308696
36,13.927158898712324,3.657611390706979,0.7351370654074411
37,14.829409992159476,4.088821428808685,0.7360684159022919
38,14.596207211893878,5.061246587643074,0.7384712771773267
39,13.598936860386077,4.987412240850212,0.7378922804777764
40,12.619249102474635,4.786888771030496,0.7363972721458261
41,11.732389564350855,4.324850703427724,0.7354054431413727
42,11.832060607369593,3.329832933100776,0.7377119376996413
43,11.738813622366266,2.3342041122203523,0.732396787650271
44,11.699530540320783,1.3349788584545315,0.7300026904012208
45,11.358992240476294,2.2752066530838126,0.7323179756068554
46,11.307478339425304,1.276534422972219,0.7326258756629449
47,11.023507466681764,2.2353671163516005,0.7332658288747813
48,12.021551791347786,2.2978705260895285,0.7341876602448824
49,12.971021671631624,2.611727287227391,0.7351257017391297
50,13.927885147182359,2.3211928250423446,0.7365453636049364
51,14.822730655040917,2.767554863482576,0.7400734941068698
52,13.827511900118152,2.669884915386379,0.7396140500239479
53,13.83253423012685,1.6699066579273014,0.743887316969792
54,13.852564615881507,2.6697029390068807,0.7463732747252225
55,13.288808209529916,3.4956439365299032,0.7459455970242606
56,12.953025160344069,4.4375832178912065,0.7463118046246454
57,11.999097999540282,4.137546141390715,0.7454605667818925
58,12.99892629514082,4.1190502414021575,0.746592379548873
59,13.227109197814277,3.1454322490681648,0.7458387675530498
60,13.716033325875296,2.2731099652905558,0.7484902246598173
61,14.468978598413598,2.9311927643353934,0.7491581793989177
62,15.408161162863326,3.274610996651847,0.7489898158789485
63,15.560846796007636,4.262881701225964,0.7518379577117177
