frame_num,x,y,z
0,-0.3090629182032987,0.951041346345307,0.0006856627209984035
1,0.298501779732672,0.15677141384932114,4.3669890614572195e-05
2,1.2127442264864374,-0.24839605770334594,-0.00021814933499373517
3,1.6622031189822744,-1.141691242734892,-0.00344558730842324
4,2.106087569717289,-2.0375782036777244,-0.022237809324213084
5,1.1669525438689359,-1.6940341647086843,-0.023939724025846865
6,1.3877582172243912,-1.941564937099573,-0.9673237239609815
7,1.6744196505086473,-2.8995966387641348,-0.9666299854508938
8,1.4975647320800267,-1.9153597251983139,-0.9664407711985987
9,1.1080421430848975,-2.836373037265968,-0.9690159715213263
10,0.6024374379407937,-1.97361540315062,-0.9653901044759661
11,1.4116228529633874,-1.3860634353553198,-0.9641058714038117
12,0.7639543570435972,-0.6241412359285258,-0.9643912021476201
13,0.906187455958064,0.36569156585303586,-0.9635136541707857
14,0.2679924112518126,1.1348626802901738,-0.9306064873538606
15,-0.18689578230909154,0.2443337053412209,-0.9365120893777579
16,-0.9005310075119429,-0.4561741086387925,-0.9401955527776381
17,-0.20393320989014374,-0.185139994904309,-1.6044936918241222
18,-0.6806476815376841,0.6939173296885218,-1.603255708988629
19,-0.2777079805447323,1.6091181384289488,-1.5963944376356654
20,-0.9053913484120488,2.3875841887683253,-1.5984433816939583
21,-0.13791446731423684,3.02864321603551,-1.5936935880535972
22,0.25262194697337237,3.9492292966867097,-1.5920882137542283
23,0.5405143274109712,2.991566559778473,-1.5923323927832995
24,-0.4594853685818018,2.9918102049942656,-1.593073102828133
25,-0.23110401678787373,2.018247969586922,-1.5973779769767236
26,0.7003661266031646,1.654434793282999,-1.595549119757241
27,1.3839563312367766,2.3840830304742866,-1.5777198715222922
28,2.318872110836766,2.0292156824034353,-1.5764352205558843
29,2.348862522110544,1.0300882831024198,-1.6055043656691994
30,2.501388918018092,1.9961603423774592,-1.3970805790239644
31,1.8686915070039267,2.7705585905732693,-1.3959233032429261
32,0.9858888115345152,3.240290084261313,-1.3993474395632368
