true_x,true_y,predicted_x,predicted_y
47.6928371011743,23.07472639702189,41.389858718618044,22.86663363182062
47.68103731694387,23.048929174034548,41.40835209529169,22.922252169790106
47.66923753271345,23.023131951047205,41.426145362244306,22.977366141386586
47.65743774848304,22.99733472805985,41.444237094531005,23.032715321551887
47.64563796425261,22.971537505072515,41.462048161834545,23.08746040693778
47.63383818002219,22.94574028208517,41.48070055061134,23.14286649623746
47.62203839579176,22.91994305909783,41.49939417109957,23.19759055828522
47.61023861156134,22.89414583611048,41.518355239599934,23.252333631763623
47.59843882733093,22.86834861312314,41.53675456032928,23.306735873094503
47.5866390431005,22.8425513901358,41.55546870001692,23.361358588822565
47.57483925887008,22.816754167148453,41.57383935435523,23.415929820995697
47.56303947463966,22.790956944161103,41.59260769328971,23.471383657897682
47.55123969040923,22.765159721173763,41.61094529740561,23.52668549409375
47.53943990617881,22.73936249818642,41.62941942700161,23.5823717016173
47.525481964845525,22.71643026449003,41.647309543577705,23.637078588921355
47.51152402351224,22.69349803079364,41.665618899107265,23.692589056482195
47.49756608217894,22.670565797097247,41.683720240902026,23.746183584228454
47.48360814084565,22.647633563400856,41.70222006548699,23.798860184658537
47.469650199512365,22.62470132970446,41.72041946978604,23.850580637788045
47.45569225817908,22.60176909600807,41.73874165566138,23.902540041696884
47.44173431684579,22.57883686231168,41.756369038558965,23.953058782170373
47.4277763755125,22.555904628615288,41.774096479445944,24.004172856395325
47.413818434179205,22.532972394918897,41.79202888783495,24.055065041942864
47.39986049284592,22.510040161222506,41.810421417678974,24.10679573608825
47.38590255151263,22.487107927526115,41.828273348776385,24.15796713559642
47.37194461017934,22.464175693829723,41.8460037174142,24.20946684680449
47.35798666884605,22.44124346013333,41.86350503242092,24.259587739612154
47.344028727512764,22.418311226436938,41.881337332933384,24.31041101028809
47.33007078617947,22.395378992740547,41.89855438484783,24.36004562536858
47.31611284484618,22.37244675904416,41.91601212344806,24.410179140314366
47.30215490351289,22.349514525347765,41.93327533966373,24.459119074715435
47.288196962179605,22.326582291651373,41.95072104611225,24.507591157708454
47.27423902084632,22.303650057954982,41.9677240230058,24.555363015542934
47.26028107951303,22.28071782425859,41.98513954462383,24.603689289999437
47.24632313817973,22.2577855905622,42.002481660450655,24.651564061751834
47.232365196846445,22.23485335686581,42.02021896028135,24.70000232091911
47.21840725551316,22.21192112316941,42.0376446027505,24.747714863465458
47.20444931417987,22.188988889473023,42.05483279496127,24.795519709699093
47.19049137284658,22.166056655776632,42.07164328860662,24.84247708292593
47.17653343151329,22.14312442208024,42.08835043483006,24.88953257966576
47.16257549018,22.12019218838385,42.10479800585377,24.936072439847976
47.14861754884671,22.09725995468746,42.12181363537022,24.981974353264587
47.13465960751342,22.074327720991068,42.138783128646935,25.027167239818514
47.12070166618013,22.05139548729468,42.15538582681369,25.07187115775811
47.10674372484685,22.02846325359829,42.17165241980815,25.11636554632758
47.09278578351355,22.00553101990189,42.1878078237477,25.160840529220142
47.07882784218026,21.9825987862055,42.20435461715143,25.204407894649066
47.06486990084697,21.95966655250911,42.220792697149015,25.247913859352316
47.05091195951368,21.93673431881272,42.23708124983369,25.29116887536135
47.0369540181804,21.913802085116327,42.253043659182,25.334160453517942
47.02299607684711,21.890869851419936,42.268911928401465,25.376582137757964
47.00903813551381,21.867937617723545,42.28450064574433,25.418729497003856
46.99508019418053,21.84500538402716,42.3000358373166,25.46046324812044
46.98112225284724,21.822073150330763,42.315641980856924,25.503168656686015
46.96716431151395,21.79914091663437,42.33156626396751,25.546516567751716
46.95320637018066,21.776208682937977,42.34730421241844,25.59017057661808
46.93924842884737,21.753276449241586,42.36328468090715,25.63340858058821
46.92529048751408,21.730344215545195,42.37905726349681,25.67689001910662
46.91133254618079,21.707411981848804,42.3956284984754,25.71992170399757
46.8973746048475,21.684479748152413,42.41224726029743,25.762979875353363
46.88341666351421,21.66154751445602,42.42965293232557,25.805890138654867
46.86945872218092,21.63861528075963,42.4470777859545,25.848752954732166
46.85550078084764,21.61568304706324,42.46507774151508,25.890946218635555
46.84154283951434,21.592750813366848,42.48287966388444,25.93285132450747
46.82758489818105,21.569818579670454,42.50118566762257,25.974704142687237
46.81362695684776,21.546886345974062,42.51968619374527,26.016538257636814
46.79966901551448,21.52395411227767,42.5387974723886,26.058239633626197
46.78571107418119,21.50102187858128,42.55786645921901,26.100147394402473
46.77175313284789,21.47808964488489,42.57764609442627,26.141837848831848
46.7577951915146,21.45515741118849,42.596979585928246,26.18294514577413
46.74383725018132,21.432225177492107,42.616736538081916,26.223490025398508
46.72987930884803,21.40929294379572,42.63605394722095,26.264795046225764
46.71592136751474,21.386360710099325,42.655834651883524,26.30574788624537
46.70196342618145,21.36342847640293,42.67549235359568,26.345871541904014
46.68800548484816,21.34049624270654,42.69572790103151,26.384826454532153
46.67404754351487,21.317564009010148,42.7159752841885,26.42415710887525
