true_x,true_y,predicted_x,predicted_y
117.33824102797142,162.49284909688765,168.78044053008944,167.0725926755597
117.33824102797142,162.49284909688765,168.6928875769438,167.06965508402004
117.33824102797142,162.49284909688765,168.61555162606714,167.06560892958805
117.33824102797142,162.49284909688765,168.52812121350257,167.0620749240161
117.33824102797142,162.49284909688765,168.4518512373961,167.05971681142023
117.33824102797142,162.49284909688765,168.36640922889046,167.05686142392744
117.33824102797142,162.49284909688765,168.29229219523745,167.05390092557218
117.33824102797142,162.49284909688765,168.20774912937486,167.0498201781037
117.33824102797142,162.49284909688765,168.133730034672,167.04747123149014
117.33824102797142,162.49284909688765,168.05033930505647,167.0445345093351
117.33824102797142,162.49284909688765,167.9770388649224,167.04159405240853
117.33824102797142,162.49284909688765,167.895217316541,167.0381824770103
117.33824102797142,162.49284909688765,167.8249939665859,167.03466492136488
117.33824102797142,162.49284909688765,167.74368713420267,167.03104451786157
117.33824102797142,162.49284909688765,167.67026139599488,167.0281574222563
117.33824102797142,162.49284909688765,167.58713827505835,167.02496695379807
117.33824102797142,162.49284909688765,167.51453102864275,167.02399084667763
117.33824102797142,162.49284909688765,167.43277840159476,167.02263487715072
117.33824102797142,162.49284909688765,167.36161833534243,167.02255085293177
117.33824102797142,162.49284909688765,167.27775967918546,167.0215990201981
117.33824102797142,162.49284909688765,167.2040102672754,167.02257746195767
117.33824102797142,162.49284909688765,167.11945050859072,167.02287677768322
117.33824102797142,162.49284909688765,167.04435348998186,167.02436644682086
117.33824102797142,162.49284909688765,166.96047107942331,167.023999801012
117.33824102797142,162.49284909688765,166.88822004112853,167.02515552557043
117.33824102797142,162.49284909688765,166.80500190658222,167.02538230467428
117.33824102797142,162.49284909688765,166.73301457251637,167.02699579760554
117.33824102797142,162.49284909688765,166.65074077533905,167.0270181443683
117.33824102797142,162.49284909688765,166.5755630740898,167.0288708059462
117.33824102797142,162.49284909688765,166.49058891219806,167.03026147921753
117.33824102797142,162.49284909688765,166.41738847313877,167.03357425737295
117.33824102797142,162.49284909688765,166.3341207157116,167.03616178653135
117.33824102797142,162.49284909688765,166.2591466812803,167.0398860700833
117.33824102797142,162.49284909688765,166.17591498306683,167.0421799524238
117.33824102797142,162.49284909688765,166.102250294123,167.04501012451055
117.33824102797142,162.49284909688765,166.01863894510416,167.04462763766992
117.33824102797142,162.49284909688765,165.94482205055215,167.0446420850817
117.33824102797142,162.49284909688765,165.8607498605495,167.043469109591
117.33824102797142,162.49284909688765,165.7859800564231,167.0431994148039
117.33824102797142,162.49284909688765,165.70305213800043,167.04383242764345
117.33824102797142,162.49284909688765,165.62790116444944,167.04518270221365
117.33824102797142,162.49284909688765,165.54877964109073,167.04249102926076
117.33824102797142,162.49284909688765,165.4744135099279,167.04471622045924
117.33824102797142,162.49284909688765,165.391838658481,167.04421417860044
117.33824102797142,162.49284909688765,165.31921702115073,167.04793814630864
117.33824102797142,162.49284909688765,165.23312784907353,167.04959948794738
117.33824102797142,162.49284909688765,165.1530901347544,167.05342425215713
117.33824102797142,162.49284909688765,165.06899630043154,167.05309481730637
117.33824102797142,162.49284909688765,164.98933117533875,167.05546618231745
117.33824102797142,162.49284909688765,164.9066755813069,167.05399678253707
117.33824102797142,162.49284909688765,164.82966410740187,167.05438964338123
117.33824102797142,162.49284909688765,164.7473850949657,167.0543606671548
117.33824102797142,162.49284909688765,164.66951914198944,167.05660902565864
117.33824102797142,162.49284909688765,164.587401458866,167.05885563236893
117.33824102797142,162.49284909688765,164.50988040429343,167.0605401185203
117.33824102797142,162.49284909688765,164.4247215703133,167.0605987677834
117.33824102797142,162.49284909688765,164.346005182588,167.06041660731444
117.33824102797142,162.49284909688765,164.26194538931372,167.05832164470087
117.33824102797142,162.49284909688765,164.18381004927528,167.05612809974878
117.33824102797142,162.49284909688765,164.10303352271558,167.0545417303107
117.33824102797142,162.49284909688765,164.02740794469537,167.05397157689936
117.33824102797142,162.49284909688765,163.94456303479728,167.05376681894631
117.33824102797142,162.49284909688765,163.87190795187712,167.05362538604675
117.33824102797142,162.49284909688765,163.7878541451596,167.0529565135397
117.33824102797142,162.49284909688765,163.71212840620956,167.05299773929573
117.33824102797142,162.49284909688765,163.63029152776699,167.05146526518308
117.33824102797142,162.49284909688765,163.55853825688087,167.0507581560397
117.33824102797142,162.49284909688765,163.48452430150496,167.04973745633345
117.33824102797142,162.49284909688765,163.41114530479786,167.0499095912039
117.33824102797142,162.49284909688765,163.3368973501838,167.04994123745007
