timestamp,temp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
2024-06-05T15:22:41.443142,19.071176470588238,0.21068974609375,2.729389892578125,8.451531860351562,48.02290076335878,-1.4732824427480915,-1.5114503816793894
2024-06-05T15:22:41.450472,18.97705882352941,0.19393033447265623,2.8012159423828122,8.453926062011718,47.9236641221374,-1.5038167938931297,-1.4351145038167938
2024-06-05T15:22:41.457621,19.071176470588238,0.24181436767578124,2.655169641113281,8.537723120117187,48.02290076335878,-1.2290076335877862,-1.3969465648854962
2024-06-05T15:22:41.464728,19.11823529411765,0.2154781494140625,2.829946362304687,8.29351455078125,48.091603053435115,-1.5419847328244274,-1.5572519083969465
2024-06-05T15:22:41.472047,18.97705882352941,0.19632453613281248,2.844311572265625,8.418013037109375,48.229007633587784,-1.5801526717557253,-1.5419847328244274
2024-06-05T15:22:41.479194,18.97705882352941,0.06464344482421874,2.7940333374023436,8.386888415527343,47.847328244274806,-1.2290076335877862,-1.4961832061068703
2024-06-05T15:22:41.486535,19.024117647058823,0.201112939453125,2.8850130004882812,8.339004382324218,48.083969465648856,-1.3282442748091603,-1.5648854961832062
2024-06-05T15:22:41.493577,18.97705882352941,0.28490999755859375,2.8706477905273435,8.449137658691406,47.93893129770992,-1.2442748091603053,-1.5801526717557253
2024-06-05T15:22:41.500552,19.071176470588238,0.19871873779296872,2.8275521606445313,8.279149340820313,47.88549618320611,-1.366412213740458,-1.5954198473282444
2024-06-05T15:22:41.507781,18.93,0.24181436767578124,2.839523168945312,8.37012900390625,48.12213740458015,-1.4427480916030535,-1.5877862595419847
2024-06-05T15:22:41.514892,19.024117647058823,0.2346317626953125,2.817975354003906,8.432378247070313,47.93129770992366,-1.3053435114503817,-1.5801526717557253
2024-06-05T15:22:41.521843,19.024117647058823,0.24899697265624998,2.8012159423828122,8.418013037109375,47.89312977099237,-1.2900763358778626,-1.5419847328244274
2024-06-05T15:22:41.528806,19.024117647058823,0.22744915771484372,2.91134921875,8.465897070312499,48.030534351145036,-1.4885496183206106,-1.549618320610687
2024-06-05T15:22:41.535762,19.024117647058823,0.2346317626953125,2.8754361938476563,8.365340600585936,47.86259541984733,-1.5954198473282444,-1.4885496183206106
2024-06-05T15:22:41.542773,18.97705882352941,0.16519991455078123,2.8945898071289062,8.40843623046875,47.954198473282446,-1.4045801526717556,-1.6259541984732824
2024-06-05T15:22:41.549708,19.071176470588238,0.21787235107421873,2.9089550170898435,8.32463917236328,47.93893129770992,-1.3893129770992367,-1.6106870229007633
2024-06-05T15:22:41.556649,18.97705882352941,0.21068974609375,2.8802245971679685,8.415618835449218,47.82442748091603,-1.2595419847328244,-1.6946564885496183
2024-06-05T15:22:41.563605,18.97705882352941,0.26336218261718747,2.8706477905273435,8.470685473632813,48.0,-1.4732824427480915,-1.6106870229007633
2024-06-05T15:22:41.570800,19.071176470588238,0.24899697265624998,2.877830395507812,8.40125362548828,47.969465648854964,-1.381679389312977,-1.4580152671755726
2024-06-05T15:22:41.577835,18.97705882352941,0.22505495605468748,2.9185318237304685,8.391676818847655,47.61068702290076,-1.3129770992366412,-1.6488549618320612
2024-06-05T15:22:41.584779,19.071176470588238,0.20829554443359374,2.925714428710937,8.425195642089843,47.900763358778626,-1.3358778625954197,-1.549618320610687
2024-06-05T15:22:41.591755,19.024117647058823,0.21068974609375,2.7581203125,8.420407238769531,47.56488549618321,-1.450381679389313,-1.4885496183206106
2024-06-05T15:22:41.598738,19.024117647058823,0.2609679809570312,2.7964275390625,8.573636145019531,47.603053435114504,-1.282442748091603,-1.4961832061068703
2024-06-05T15:22:41.605709,19.024117647058823,0.28969840087890625,2.8730419921875,8.346186987304687,47.79389312977099,-1.2290076335877862,-1.549618320610687
2024-06-05T15:22:41.612682,19.024117647058823,0.277727392578125,2.961627453613281,8.394071020507813,47.57251908396947,-1.282442748091603,-1.5190839694656488
2024-06-05T15:22:41.619605,19.024117647058823,0.2657563842773437,2.789244934082031,8.384494213867187,47.587786259541986,-1.3129770992366412,-1.549618320610687
2024-06-05T15:22:41.626579,19.024117647058823,0.2920926025390625,2.959233251953125,8.525752111816406,47.61832061068702,-1.1145038167938932,-1.6259541984732824
2024-06-05T15:22:41.633570,19.024117647058823,0.23702596435546874,2.932897033691406,8.427589843749999,47.603053435114504,-1.3893129770992367,-1.3893129770992367
2024-06-05T15:22:41.640486,19.024117647058823,0.19153613281249998,2.9664158569335934,8.434772448730468,47.61832061068702,-1.3053435114503817,-1.5801526717557253
2024-06-05T15:22:41.647603,19.11823529411765,0.2609679809570312,2.959233251953125,8.360552197265624,47.52671755725191,-1.3511450381679388,-1.6870229007633588
2024-06-05T15:22:41.654754,19.071176470588238,0.239420166015625,2.9089550170898435,8.461108666992187,47.63358778625954,-1.3587786259541985,-1.5954198473282444
2024-06-05T15:22:41.661843,19.024117647058823,0.21308394775390624,2.9568390502929685,8.365340600585936,47.6412213740458,-1.1221374045801527,-1.4961832061068703
2024-06-05T15:22:41.668710,18.97705882352941,0.22505495605468748,2.935291235351562,8.425195642089843,47.404580152671755,-1.1221374045801527,-1.6641221374045803
2024-06-05T15:22:41.675628,18.97705882352941,0.2753331909179687,2.9831752685546875,8.396465222167969,47.25190839694657,-1.3893129770992367,-1.534351145038168
2024-06-05T15:22:41.682562,19.11823529411765,0.258573779296875,2.8275521606445313,8.350975390624999,47.35114503816794,-1.282442748091603,-1.618320610687023
2024-06-05T15:22:41.689479,19.024117647058823,0.2059013427734375,2.9041666137695312,8.367734802246094,47.343511450381676,-1.1603053435114503,-1.6564885496183206
2024-06-05T15:22:41.696389,19.024117647058823,0.3016694091796875,2.868253588867187,8.350975390624999,47.51145038167939,-1.2366412213740459,-1.6793893129770991
2024-06-05T15:22:41.703322,19.024117647058823,0.2442085693359375,2.9185318237304685,8.396465222167969,47.25954198473283,-1.183206106870229,-1.5648854961832062
2024-06-05T15:22:41.710246,19.024117647058823,0.24899697265624998,2.8323405639648436,8.37012900390625,47.3587786259542,-1.0534351145038168,-1.7328244274809161
2024-06-05T15:22:41.717185,19.024117647058823,0.19632453613281248,2.882618798828125,8.336610180664062,47.16793893129771,-1.2366412213740459,-1.5801526717557253
2024-06-05T15:22:41.724119,19.11823529411765,0.15562310791015624,2.8658593872070313,8.391676818847655,47.2442748091603,-1.3893129770992367,-1.8549618320610688
2024-06-05T15:22:41.731065,18.97705882352941,0.22505495605468748,2.849099975585937,8.374917407226562,47.12213740458015,-1.3358778625954197,-1.4961832061068703
2024-06-05T15:22:41.738004,18.97705882352941,0.19871873779296872,2.7964275390625,8.391676818847655,47.35114503816794,-1.2671755725190839,-1.618320610687023
2024-06-05T15:22:41.744995,19.024117647058823,0.19871873779296872,2.877830395507812,8.427589843749999,46.99236641221374,-1.16793893129771,-1.6030534351145038
2024-06-05T15:22:41.751934,19.024117647058823,0.2705447875976562,2.85388837890625,8.398859423828124,47.50381679389313,-1.3740458015267176,-1.5114503816793894
2024-06-05T15:22:41.758932,19.024117647058823,0.2753331909179687,2.8012159423828122,8.279149340820313,47.152671755725194,-1.2748091603053435,-1.6106870229007633
2024-06-05T15:22:41.765920,19.024117647058823,0.22744915771484372,2.789244934082031,8.468291271972657,47.396946564885496,-1.366412213740458,-1.5725190839694656
2024-06-05T15:22:41.772916,19.024117647058823,0.20350714111328125,2.779668127441406,8.374917407226562,47.37404580152672,-1.3969465648854962,-1.618320610687023
2024-06-05T15:22:41.779900,18.97705882352941,0.181959326171875,2.8371289672851563,8.391676818847655,47.36641221374046,-1.366412213740458,-1.5725190839694656
2024-06-05T15:22:41.786860,18.97705882352941,0.22026655273437498,2.7533319091796873,8.379705810546875,47.404580152671755,-1.3587786259541985,-1.6412213740458015
2024-06-05T15:22:41.793815,18.97705882352941,0.24660277099609373,2.839523168945312,8.360552197265624,47.541984732824424,-1.2748091603053435,-1.5648854961832062
2024-06-05T15:22:41.800739,18.97705882352941,0.2154781494140625,2.789244934082031,8.350975390624999,47.274809160305345,-1.3053435114503817,-1.5801526717557253
2024-06-05T15:22:41.807745,19.071176470588238,0.16998831787109375,2.8131869506835936,8.437166650390624,47.44274809160305,-1.2442748091603053,-1.549618320610687
2024-06-05T15:22:41.814676,19.071176470588238,0.2154781494140625,2.7461493041992187,8.341398583984375,47.38167938931298,-1.2061068702290076,-1.5877862595419847
2024-06-05T15:22:41.821632,18.97705882352941,0.16280571289062498,2.750937707519531,8.334215979003906,47.43511450381679,-1.5725190839694656,-1.6946564885496183
2024-06-05T15:22:41.828616,18.97705882352941,0.18435352783203124,2.779668127441406,8.398859423828124,47.48091603053435,-1.3511450381679388,-1.5114503816793894
2024-06-05T15:22:41.835529,19.071176470588238,0.22505495605468748,2.7844565307617186,8.537723120117187,47.47328244274809,-1.1297709923664123,-1.5190839694656488
2024-06-05T15:22:41.842419,18.93,0.1867477294921875,2.7844565307617186,8.310273962402343,47.33587786259542,-1.2748091603053435,-1.5190839694656488
2024-06-05T15:22:41.849348,19.11823529411765,0.16998831787109375,2.7581203125,8.441955053710936,47.48854961832061,-1.4351145038167938,-1.4961832061068703
